20140103111559548	-6.611647	398.588218	46.176587	0.186441	2.970198	-3.703104	1.208652
20140103111559628	-6.426672	396.496295	46.002340	0.205728	2.957340	-3.690246	1.189365
20140103111559708	-6.339398	395.446543	45.902323	0.218586	2.944482	-3.683817	1.182936
20140103111559788	-6.161038	393.362181	45.724183	0.237873	2.931624	-3.670959	1.170078
20140103111559868	-6.075516	392.317803	45.623554	0.250731	2.918766	-3.664530	1.157220
20140103111559948	-5.897836	390.241089	45.447809	0.270018	2.905908	-3.651672	1.137933
20140103111600032	-5.735339	388.167461	45.255642	0.289305	2.886621	-3.645243	1.118646
20140103111600116	-5.569532	386.096910	45.079570	0.308592	2.867334	-3.632385	1.105788
20140103111600224	-5.408815	384.035669	44.901314	0.327879	2.848047	-3.619527	1.086501
20140103111600308	-5.250430	381.974833	44.706363	0.340737	2.841618	-3.613098	1.080072
20140103111600388	-5.170248	380.946293	44.612879	0.360024	2.822331	-3.606669	1.060785
20140103111600476	-5.011746	378.893712	44.432341	0.379311	2.803044	-3.593811	1.041498
20140103111600556	-4.931737	377.869676	44.354595	0.392169	2.796615	-3.587382	1.035069
20140103111600636	-4.774472	375.819099	44.182519	0.411456	2.777328	-3.574524	1.015782
20140103111600740	-4.619645	373.777967	44.038320	0.430743	2.764470	-3.568095	1.002924
20140103111600824	-4.458195	371.729049	43.880281	0.450030	2.751612	-3.555237	0.990066
20140103111600924	-4.312822	369.692691	43.707439	0.469317	2.732325	-3.542379	0.970779
20140103111601008	-4.239480	368.677566	43.632437	0.475746	2.725896	-3.542379	0.964350
20140103111601092	-4.019285	365.636562	43.380608	0.495033	2.706609	-3.529521	0.945063
20140103111601172	-3.944710	364.625771	43.307791	0.507891	2.700180	-3.523092	0.938634
20140103111601252	-3.873737	363.613221	43.218895	0.527178	2.680893	-3.516663	0.919347
20140103111601332	-3.723310	361.598649	43.048953	0.546465	2.668035	-3.503805	0.900060
20140103111601416	-3.567193	359.601876	42.924904	0.565752	2.655177	-3.490947	0.893631
20140103111601524	-3.403537	357.603645	42.778341	0.591468	2.642319	-3.478089	0.874344
20140103111601608	-3.232637	355.624285	42.677975	0.617184	2.629461	-3.465231	0.867915
20140103111601700	-3.057253	353.646308	42.542534	0.630042	2.623032	-3.452373	0.855057
20140103111601780	-2.960857	352.667065	42.483409	0.655758	2.610174	-3.439515	0.848628
20140103111601860	-2.863072	351.686835	42.441646	0.668616	2.610174	-3.433086	0.848628
20140103111601956	-2.591266	348.760402	42.284937	0.700761	2.603745	-3.413799	0.842199
20140103111602056	-2.393078	346.828638	42.204364	0.726477	2.597316	-3.394512	0.835770
20140103111602156	-2.209163	344.896372	42.118224	0.758622	2.590887	-3.375225	0.822912
20140103111602256	-2.017706	342.986504	42.037887	0.784338	2.584458	-3.355938	0.822912
20140103111602392	-1.820193	341.073571	41.949756	0.829341	2.571600	-3.323793	0.810054
20140103111602492	-1.630927	339.179293	41.892868	0.861486	2.571600	-3.304506	0.810054
20140103111602592	-1.442615	337.285926	41.793654	0.893631	2.565171	-3.285219	0.803625
20140103111602692	-1.260818	335.415162	41.700362	0.919347	2.558742	-3.265932	0.797196
20140103111602772	-1.077442	333.543528	41.607409	0.951492	2.545884	-3.246645	0.784338
20140103111602856	-0.905906	331.677157	41.499576	0.964350	2.545884	-3.233787	0.784338
20140103111602956	-0.733970	329.828087	41.405625	0.996495	2.533026	-3.220929	0.771480
20140103111603056	-0.570920	327.976535	41.264225	1.022211	2.526597	-3.201642	0.765051
20140103111603140	-0.493153	327.053686	41.212680	1.047927	2.507310	-3.182355	0.745764
20140103111603248	-0.356681	325.224123	41.100934	1.060785	2.500881	-3.169497	0.732906
20140103111603340	-0.236351	323.389908	40.966703	1.092930	2.481594	-3.163068	0.720048
20140103111603424	-0.186952	322.480338	40.895134	1.105788	2.468736	-3.156639	0.707190
20140103111603504	-0.096391	320.668219	40.769968	1.118646	2.455878	-3.156639	0.694332
20140103111603584	-0.028706	318.860894	40.618253	1.131504	2.436591	-3.150210	0.675045
20140103111603668	0.015869	317.061909	40.482963	1.137933	2.417304	-3.156639	0.655758
20140103111603748	0.038008	316.156851	40.424475	1.144362	2.410875	-3.156639	0.649329
20140103111603828	0.056316	314.369213	40.289372	1.144362	2.398017	-3.163068	0.636471
20140103111603912	0.062053	313.471329	40.228313	1.150791	2.391588	-3.169497	0.623613
20140103111603992	0.058970	311.685022	40.106246	1.150791	2.372301	-3.182355	0.610755
20140103111604092	0.036525	309.907521	39.989403	1.144362	2.359443	-3.195213	0.597897
20140103111604172	0.004317	308.136563	39.875182	1.137933	2.346585	-3.214500	0.585039
20140103111604256	-0.052131	306.369443	39.757998	1.125075	2.333727	-3.240216	0.565752
20140103111604340	-0.093025	305.490172	39.674094	1.118646	2.320869	-3.253074	0.559323
20140103111604420	-0.174514	303.737691	39.570718	1.105788	2.308011	-3.278790	0.546465
20140103111604500	-0.216935	302.859207	39.531083	1.092930	2.301582	-3.291648	0.540036
20140103111604636	-0.327589	301.111793	39.404400	1.073643	2.282295	-3.323793	0.520749
20140103111604732	-0.446581	299.372836	39.299143	1.054356	2.269437	-3.362367	0.507891
20140103111604816	-0.589995	297.638644	39.188963	1.022211	2.256579	-3.400941	0.495033
20140103111604896	-0.747768	295.908736	39.084634	0.990066	2.243721	-3.445944	0.482175
20140103111604992	-0.914068	294.183366	38.979959	0.957921	2.230863	-3.490947	0.469317
20140103111605072	-1.091512	292.467835	38.880813	0.925776	2.218005	-3.535950	0.456459
20140103111605172	-1.286344	290.756219	38.779099	0.880773	2.205147	-3.593811	0.443601
20140103111605276	-1.494987	289.050954	38.671946	0.842199	2.185860	-3.645243	0.424314
20140103111605372	-1.710561	287.348906	38.565629	0.797196	2.173002	-3.703104	0.411456
20140103111605476	-1.934021	285.658592	38.456627	0.752193	2.160144	-3.760965	0.398598
20140103111605556	-2.048611	284.809943	38.419497	0.726477	2.153715	-3.793110	0.392169
20140103111605656	-2.400935	282.280617	38.232263	0.675045	2.134428	-3.857400	0.372882
20140103111605756	-2.642658	280.596905	38.115148	0.623613	2.121570	-3.921690	0.353595
20140103111605856	-2.882154	278.924362	38.030225	0.572181	2.102283	-3.985980	0.340737
20140103111605940	-3.004551	278.082885	37.973599	0.520749	2.089425	-4.056699	0.321450
20140103111606020	-3.128545	277.247799	37.900125	0.488604	2.076567	-4.088844	0.315021
20140103111606104	-3.372475	275.572523	37.804934	0.437172	2.063709	-4.153134	0.295734
20140103111606184	-3.608551	273.905201	37.685408	0.379311	2.044422	-4.223853	0.276447
20140103111606292	-3.836797	272.242707	37.568391	0.327879	2.025135	-4.288143	0.257160
20140103111606372	-4.056302	270.576384	37.454790	0.276447	2.005848	-4.352433	0.244302
20140103111606456	-4.157772	269.739398	37.380382	0.250731	1.992990	-4.384578	0.231444
20140103111606556	-4.446580	267.258458	37.159335	0.205728	1.960845	-4.448868	0.199299
20140103111606640	-4.544347	266.431937	37.073346	0.160725	1.935129	-4.506729	0.173583
20140103111606720	-4.701868	264.777211	36.922449	0.141438	1.922271	-4.538874	0.160725
20140103111606804	-4.787415	263.956843	36.835562	0.096435	1.890126	-4.590306	0.128580
20140103111606884	-4.918879	262.303779	36.730650	0.064290	1.877268	-4.641738	0.109293
20140103111606968	-4.987510	261.476669	36.651072	0.045003	1.857981	-4.667454	0.096435
20140103111607072	-5.156736	258.996053	36.460418	0.012858	1.832265	-4.718886	0.070719
20140103111607164	-5.251483	257.347420	36.298621	-0.025716	1.793691	-4.783176	0.032145
20140103111607244	-5.293689	256.526232	36.222931	-0.038574	1.780833	-4.802463	0.012858
20140103111607324	-5.377587	254.884289	36.056586	-0.064290	1.742259	-4.847466	-0.012858
20140103111607448	-5.436528	253.247477	35.924190	-0.083577	1.716543	-4.886040	-0.038574
20140103111607532	-5.436528	253.247477	35.924190	-0.083577	1.716543	-4.886040	-0.038574
20140103111607612	-5.505061	250.776282	35.699615	-0.115722	1.671540	-4.937472	-0.083577
20140103111607692	-5.522128	249.956766	35.626002	-0.122151	1.658682	-4.950330	-0.096435
20140103111607772	-5.534751	248.314517	35.482935	-0.135009	1.626537	-4.976046	-0.128580
20140103111607872	-5.538864	246.668181	35.325262	-0.141438	1.594392	-5.008191	-0.160725
20140103111607956	-5.529231	245.848648	35.261962	-0.147867	1.581534	-5.014620	-0.173583
20140103111608036	-5.529231	245.848648	35.261962	-0.147867	1.581534	-5.014620	-0.173583
20140103111608120	-5.516140	245.024563	35.184444	-0.147867	1.568676	-5.027478	-0.186441
20140103111608224	-5.419831	241.743103	34.862073	-0.141438	1.497957	-5.053194	-0.257160
20140103111608304	-5.335603	240.112285	34.705594	-0.128580	1.459383	-5.059623	-0.295734
20140103111608384	-5.335603	240.112285	34.705594	-0.128580	1.459383	-5.059623	-0.295734
20140103111608468	-5.335603	240.112285	34.705594	-0.128580	1.459383	-5.059623	-0.295734
20140103111608548	-5.335603	240.112285	34.705594	-0.128580	1.459383	-5.059623	-0.295734
20140103111608628	-5.335603	240.112285	34.705594	-0.128580	1.459383	-5.059623	-0.295734
20140103111608708	-5.335603	240.112285	34.705594	-0.128580	1.459383	-5.059623	-0.295734
20140103111608792	-5.335603	240.112285	34.705594	-0.128580	1.459383	-5.059623	-0.295734
20140103111608924	-5.335603	240.112285	34.705594	-0.128580	1.459383	-5.059623	-0.295734
20140103111609024	-5.335603	240.112285	34.705594	-0.128580	1.459383	-5.059623	-0.295734
20140103111609104	-5.335603	240.112285	34.705594	-0.128580	1.459383	-5.059623	-0.295734
20140103111609188	-5.335603	240.112285	34.705594	-0.128580	1.459383	-5.059623	-0.295734
20140103111609284	-5.335603	240.112285	34.705594	-0.128580	1.459383	-5.059623	-0.295734
20140103111609388	-4.548237	231.990741	33.977676	0.000000	1.305087	-5.014620	-0.443601
20140103111609472	-4.329592	230.376307	33.880035	0.057861	1.272942	-4.976046	-0.482175
20140103111609552	-4.329592	230.376307	33.880035	0.057861	1.272942	-4.976046	-0.482175
20140103111609636	-4.329592	230.376307	33.880035	0.057861	1.272942	-4.976046	-0.482175
20140103111609716	-4.329592	230.376307	33.880035	0.057861	1.272942	-4.976046	-0.482175
20140103111609796	-4.329592	230.376307	33.880035	0.057861	1.272942	-4.976046	-0.482175
20140103111609880	-4.329592	230.376307	33.880035	0.057861	1.272942	-4.976046	-0.482175
20140103111609964	-4.329592	230.376307	33.880035	0.057861	1.272942	-4.976046	-0.482175
20140103111610108	-3.517326	224.874222	33.850228	0.212157	1.266513	-4.879611	-0.488604
20140103111610200	-3.517326	224.874222	33.850228	0.237873	1.266513	-4.860324	-0.488604
20140103111610280	-3.517326	224.874222	33.850228	0.237873	1.266513	-4.860324	-0.488604
20140103111610364	-3.517326	224.874222	33.850228	0.237873	1.266513	-4.860324	-0.488604
20140103111610444	-3.517326	224.874222	33.850228	0.237873	1.266513	-4.860324	-0.488604
20140103111610528	-3.517326	224.874222	33.850228	0.237873	1.266513	-4.860324	-0.488604
20140103111610624	-2.768132	220.351405	33.886428	0.417885	1.279371	-4.744602	-0.475746
20140103111610704	-2.768132	220.351405	33.886428	0.417885	1.279371	-4.744602	-0.475746
20140103111610788	-2.768132	220.351405	33.886428	0.417885	1.279371	-4.744602	-0.475746
20140103111610872	-2.768132	220.351405	33.886428	0.417885	1.279371	-4.744602	-0.475746
20140103111610956	-2.768132	220.351405	33.886428	0.417885	1.279371	-4.744602	-0.475746
20140103111611044	-2.768132	220.351405	33.886428	0.417885	1.279371	-4.744602	-0.475746
20140103111611136	-2.768132	220.351405	33.886428	0.417885	1.279371	-4.744602	-0.475746
20140103111611216	-2.768132	220.351405	33.886428	0.417885	1.279371	-4.744602	-0.475746
20140103111611296	-2.768132	220.351405	33.886428	0.417885	1.279371	-4.744602	-0.475746
20140103111611472	-1.197878	210.881745	33.824442	0.810054	1.272942	-4.481013	-0.482175
20140103111611564	-1.197878	210.881745	33.824442	0.810054	1.272942	-4.481013	-0.482175
20140103111611644	-1.197878	210.881745	33.824442	0.810054	1.272942	-4.481013	-0.482175
20140103111611728	-1.197878	210.881745	33.824442	0.810054	1.272942	-4.481013	-0.482175
20140103111611812	-1.197878	210.881745	33.824442	0.810054	1.272942	-4.481013	-0.482175
20140103111611896	-1.197878	210.881745	33.824442	0.810054	1.272942	-4.481013	-0.482175
20140103111611980	-1.197878	210.881745	33.824442	0.810054	1.272942	-4.481013	-0.482175
20140103111612060	-1.197878	210.881745	33.824442	0.810054	1.272942	-4.481013	-0.482175
20140103111612144	-1.197878	210.881745	33.824442	0.810054	1.272942	-4.481013	-0.482175
20140103111612228	-0.876787	208.763494	33.781148	0.893631	1.260084	-4.423152	-0.495033
20140103111612308	-0.876787	208.763494	33.781148	0.893631	1.260084	-4.423152	-0.495033
20140103111612388	-0.876787	208.763494	33.781148	0.893631	1.260084	-4.423152	-0.495033
20140103111612476	-0.876787	208.763494	33.781148	0.893631	1.260084	-4.423152	-0.495033
20140103111612556	-0.876787	208.763494	33.781148	0.893631	1.260084	-4.423152	-0.495033
20140103111612652	-0.159455	203.938004	33.760105	1.092930	1.260084	-4.301001	-0.495033
20140103111612744	-0.159455	203.938004	33.760105	1.092930	1.260084	-4.301001	-0.495033
20140103111612824	-0.159455	203.938004	33.760105	1.092930	1.260084	-4.301001	-0.495033
20140103111612908	-0.159455	203.938004	33.760105	1.092930	1.260084	-4.301001	-0.495033
20140103111612992	-0.159455	203.938004	33.760105	1.092930	1.260084	-4.301001	-0.495033
20140103111613108	0.487338	199.250991	33.746485	1.279371	1.260084	-4.185279	-0.495033
20140103111613188	0.487338	199.250991	33.746485	1.279371	1.260084	-4.185279	-0.495033
20140103111613280	0.487338	199.250991	33.746485	1.279371	1.260084	-4.185279	-0.495033
20140103111613364	0.487338	199.250991	33.746485	1.279371	1.260084	-4.185279	-0.495033
20140103111613444	0.487338	199.250991	33.746485	1.279371	1.260084	-4.185279	-0.495033
20140103111613524	0.487338	199.250991	33.746485	1.279371	1.260084	-4.185279	-0.495033
20140103111613608	0.487338	199.250991	33.746485	1.279371	1.260084	-4.185279	-0.495033
20140103111613692	0.487338	199.250991	33.746485	1.279371	1.260084	-4.185279	-0.495033
20140103111613772	0.487338	199.250991	33.746485	1.279371	1.260084	-4.185279	-0.495033
20140103111613856	0.487338	199.250991	33.746485	1.279371	1.260084	-4.185279	-0.495033
20140103111613936	0.487338	199.250991	33.746485	1.279371	1.260084	-4.185279	-0.495033
20140103111614020	0.487338	199.250991	33.746485	1.279371	1.260084	-4.185279	-0.495033
20140103111614100	0.487338	199.250991	33.746485	1.279371	1.260084	-4.185279	-0.495033
20140103111614184	0.487338	199.250991	33.746485	1.279371	1.260084	-4.185279	-0.495033
20140103111614264	1.952123	187.052185	33.631395	1.279371	1.260084	-4.185279	-0.495033
20140103111614372	2.254570	183.990261	33.613019	1.755117	1.234368	-3.928119	-0.520749
20140103111614460	2.299633	183.390099	33.618932	1.857981	1.227939	-3.883116	-0.520749
20140103111614540	2.299633	183.390099	33.618932	1.857981	1.227939	-3.883116	-0.520749
